timestamp,utc,id,price,size
1592276840814,2020-06-16 03:07:20.814000,459384179,43.899,1.68228322
1592276840814,2020-06-16 03:07:20.814000,459384178,43.899,0.6364282
1592276840814,2020-06-16 03:07:20.814000,459384177,43.899,6.8355718
1592276840814,2020-06-16 03:07:20.814000,459384176,43.899,12.528
1592276840814,2020-06-16 03:07:20.814000,459384175,43.899,1.0
1592276832936,2020-06-16 03:07:12.936000,459384172,43.822,45.7142857
1592276544252,2020-06-16 03:02:24.252000,459298150,43.747,7.48128858
1592276258161,2020-06-16 02:57:38.161000,459298096,43.761,-0.88021481
1592276258066,2020-06-16 02:57:38.066000,459298095,43.761,-6.87696982
1592276090797,2020-06-16 02:54:50.797000,459298074,43.75,-0.25
1592275999923,2020-06-16 02:53:19.923000,459298073,43.734,-7.56413913
1592275891523,2020-06-16 02:51:31.523000,459298068,43.759,1.295542
